ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
10014.9	33.655	8.21	32.655	22.77	10010	0	0	55	13	54	37	22	7	21	15	0	0	0.1543567180633545	200	0.1543567180633545	200	0.0	
10014.748603351954	34.0	8.251396648044693	33.385474860335194	23.256983240223462	10010	1	21	67	14.0	54.0	37.0	13	7.0	21.0	15.0	0	0	0.07207274436950684	400	0.22642946243286133	331	17.25	
10014.624277456647	35.035	8.439306358381502	33.15606936416185	23.104046242774565	10000	2	48	69	15.0	54.0	37.0	5	7.0	21.0	15.0	0	0	0.0711820125579834	600	0.2976114749908447	469	21.833333333333343	
9903.386749331134	37.665	8.483333333333333	33.9	23.6	14.317821063276353	3	68	71	15.0	54.0	37.0	3	7.0	21.0	15.0	0	0	0.0921933650970459	800	0.3898048400878906	608	24.0	
9798.027707263225	39.705	8.443243243243243	33.71351351351351	23.475675675675674	14.317821063276353	4	83	71	17.0	63.0	43.0	11	7.0	21.0	15.0	0	0	0.07085013389587402	1000	0.46065497398376465	750	25.0	
9682.529643101296	40.2	8.375690607734807	34.110497237569064	23.740331491712706	14.317821063276353	5	102	73	13.0	57.0	39.0	6	7.0	21.0	15.0	0	0	0.0705113410949707	1200	0.5311663150787354	885	26.25	
9849.802910932609	44.165	8.601092896174864	35.98360655737705	24.989071038251367	14.317821063276353	6	119	83	13.0	57.0	39.0	4	7.0	21.0	15.0	0	0	0.07844161987304688	1400	0.6096079349517822	1035	26.07142857142857	
9600.693009304377	49.32	8.670103092783505	36.4639175257732	25.309278350515463	14.317821063276353	7	125	89	15.0	69.0	47.0	13	7.0	21.0	15.0	0	0	0.0908360481262207	1600	0.7004439830780029	1191	25.5625	
9706.758662640954	51.22	8.607142857142858	36.107142857142854	25.071428571428573	14.317821063276353	8	129	97	15.0	69.0	47.0	17	7.0	21.0	15.0	0	0	0.09293055534362793	1800	0.7933745384216309	1350	25.0	
9500.38840957035	53.64	8.77948717948718	37.76923076923077	26.17948717948718	14.317821063276353	9	134	114	15.0	69.0	47.0	19	7.0	21.0	15.0	0	0	0.09864211082458496	2000	0.8920166492462158	1510	24.5	
9457.440348863865	55.715	8.686868686868687	37.31818181818182	25.87878787878788	12.36931687685298	10	136	117	15.0	78.0	53.0	16	7.0	21.0	15.0	0	0	0.10412454605102539	2200	0.9961411952972412	1654	24.818181818181813	
9442.623320808905	54.28	8.720207253886011	37.181347150259064	25.787564766839377	12.36931687685298	11	143	112	15.0	66.0	45.0	12	7.0	21.0	15.0	0	0	0.10463619232177734	2400	1.1007773876190186	1818	24.25	
9601.926526382957	59.28	9.035897435897436	38.16923076923077	26.446153846153845	12.36931687685298	12	148	119	15.0	69.0	47.0	12	7.0	21.0	15.0	0	0	0.10898542404174805	2600	1.2097628116607666	1971	24.192307692307693	
9290.86710729673	59.375	9.11340206185567	38.56701030927835	26.711340206185568	12.36931687685298	13	154	128	17.0	63.0	43.0	10	7.0	24.0	17.0	0	0	0.11214613914489746	2800	1.321908950805664	2130	23.92857142857143	
9342.107615657806	64.095	9.149484536082474	39.865979381443296	27.577319587628867	12.36931687685298	14	160	140	17.0	69.0	47.0	13	7.0	24.0	17.0	0	0	0.11395788192749023	3000	1.4358668327331543	2289	23.700000000000003	
9144.641843623205	68.055	9.076530612244898	38.51020408163265	26.6734693877551	12.36931687685298	15	164	136	17.0	69.0	47.0	13	7.0	24.0	17.0	0	0	0.11333608627319336	3200	1.5492029190063477	2452	23.375	
8996.400338194915	65.485	8.98984771573604	38.756345177664976	26.83756345177665	12.36931687685298	16	167	161	16.0	72.0	49.0	5	7.0	21.0	15.0	0	0	0.11632561683654785	3400	1.6655285358428955	2621	22.911764705882348	
8900.284937848008	67.995	8.868686868686869	37.984848484848484	26.32323232323232	11.40175425099138	17	169	149	15.0	66.0	45.0	19	7.0	24.0	17.0	0	0	0.16646099090576172	3600	1.8319895267486572	2770	23.055555555555557	
8805.598130476948	68.595	9.055276381909549	38.969849246231156	26.979899497487438	11.40175425099138	18	170	153	16.0	90.0	61.0	19	7.0	21.0	15.0	0	0	0.12069106101989746	3800	1.9526805877685547	2919	23.18421052631578	
8951.819033681591	66.95	9.232323232323232	38.86363636363637	26.90909090909091	11.40175425099138	19	172	181	16.0	90.0	61.0	14	7.0	24.0	17.0	0	0	0.1224973201751709	4000	2.0751779079437256	3083	22.924999999999997	
9250.51037726903	66.025	9.01522842639594	38.16243654822335	26.441624365482234	11.40175425099138	20	175	197	15.0	90.0	61.0	19	7.0	24.0	17.0	0	0	0.11167478561401367	4200	2.1868526935577393	3245	22.73809523809524	
9238.479574661858	65.61	8.762886597938145	37.7319587628866	26.15463917525773	11.40175425099138	21	181	197	16.0	90.0	61.0	10	7.0	21.0	15.0	0	0	0.11413908004760742	4400	2.3009917736053467	3401	22.704545454545453	
9102.568676476725	66.555	8.651515151515152	38.196969696969695	26.464646464646464	11.40175425099138	22	183	140	17.0	90.0	61.0	22	7.0	24.0	17.0	0	0	0.11912703514099121	4600	2.420118808746338	3564	22.52173913043478	
9186.87655355697	64.11	9.02061855670103	38.845360824742265	26.896907216494846	11.40175425099138	23	189	123	16.0	78.0	53.0	12	7.0	24.0	17.0	0	0	0.11442017555236816	4800	2.534538984298706	3715	22.60416666666667	
8985.940137732943	62.305	8.948717948717949	39.0	27.0	11.40175425099138	24	194	123	16.0	69.0	47.0	12	7.0	24.0	17.0	0	0	0.11762166023254395	5000	2.65216064453125	3865	22.700000000000003	
