ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	
1.2558893441490808	56.892	12.882828282828283	27.755555555555556	21.367676767676766	0.18472851311815447	26	2666	144	38.0	137.0	102.0	2	2.0	2.0	1.0	0	0	0.06499814987182617	13500	11.16611647605896	
1.4730882594495285	59.752	12.935222672064777	29.98582995951417	22.884615384615383	0.18472851311815447	27	2673	144	39.0	150.0	113.0	10	2.0	2.0	1.0	0	0	0.06648707389831543	14000	11.232603549957275	
2490114697.035409	64.79	14.24847250509165	34.877800407331975	26.56008146639511	0.18472851311815447	28	2683	161	39.0	124.0	97.0	11	2.0	2.0	1.0	0	0	0.0747072696685791	14500	11.307310819625854	
3.4432753223085784e+30	68.824	14.690283400809717	36.00404858299595	27.58097165991903	0.18472851311815447	29	2690	177	43.0	163.0	125.0	7	2.0	2.0	1.0	0	0	0.07698988914489746	15000	11.384300708770752	
0.658668288890804	77.14	15.211267605633802	39.098591549295776	30.01006036217304	0.18472851311815447	30	2694	174	42.0	158.0	127.0	12	2.0	2.0	1.0	0	0	0.08311605453491211	15500	11.467416763305664	
0.6012189029648601	77.44	15.50920245398773	40.11042944785276	30.734151329243353	0.18472851311815447	31	2706	178	44.0	185.0	136.0	3	2.0	2.0	1.0	0	0	0.08443069458007812	16000	11.551847457885742	
0.9056630505085059	79.322	14.714285714285714	36.06122448979592	27.751020408163264	0.18472851311815447	32	2717	213	44.0	142.0	109.0	5	2.0	2.0	1.0	0	0	0.07838702201843262	16500	11.630234479904175	
0.8020206633918717	83.32	14.55421686746988	36.15461847389558	27.835341365461847	0.18472851311815447	33	2720	195	43.0	160.0	123.0	16	2.0	2.0	1.0	0	0	0.07846546173095703	17000	11.708699941635132	
1.7874944891355134e+25	83.66	15.915322580645162	42.02217741935484	32.181451612903224	0.18472851311815447	34	2725	216	48.0	218.0	168.0	13	2.0	2.0	1.0	0	0	0.08723282814025879	17500	11.79593276977539	
0.9799242966746524	87.292	16.842105263157894	45.0668016194332	34.51417004048583	0.18472851311815447	35	2732	225	51.0	244.0	188.0	10	2.0	2.0	1.0	0	0	0.09291958808898926	18000	11.88885235786438	
1.121054085704516	92.93	16.92292089249493	47.705882352941174	36.267748478701826	0.18472851311815447	36	2740	246	54.0	246.0	190.0	10	2.0	2.0	1.0	0	0	0.09609389305114746	18500	11.984946250915527	
1.3331872507695353	98.016	17.84552845528455	53.86788617886179	40.857723577235774	0.18472851311815447	37	2749	296	51.0	236.0	185.0	13	2.0	2.0	1.0	0	0	0.10646915435791016	19000	12.091415405273438	
0.5616117988748794	99.682	18.617886178861788	58.0	43.96138211382114	0.18472851311815447	38	2758	289	50.0	259.0	195.0	11	2.0	2.0	1.0	0	0	0.11252403259277344	19500	12.203939437866211	
1.6757754655012422e+16	113.942	20.70756646216769	69.74233128834356	52.809815950920246	0.18472851311815447	39	2770	363	49.0	365.0	270.0	16	2.0	2.0	1.0	0	0	0.13086462020874023	20000	12.334804058074951	
1.0924231588334818	119.658	22.30346232179226	78.05498981670061	58.926680244399186	0.18472851311815447	40	2780	342	59.0	321.0	233.0	6	2.0	2.0	1.0	0	0	0.14365530014038086	20500	12.478459358215332	
0.3396530243420845	123.994	22.092555331991953	77.91348088531187	58.91348088531187	0.18472851311815447	41	2784	354	62.0	397.0	297.0	17	2.0	2.0	1.0	0	0	0.14605140686035156	21000	12.624510765075684	
0.3303864964207278	124.774	21.78818737270876	76.65580448065172	57.79226069246436	0.18472851311815447	42	2794	323	62.0	332.0	245.0	14	2.0	2.0	1.0	0	0	0.1420762538909912	21500	12.766587018966675	
0.3435932563153034	124.402	21.178137651821864	76.18218623481782	57.37651821862348	0.18472851311815447	43	2801	354	69.0	332.0	245.0	13	2.0	2.0	1.0	0	0	0.1417558193206787	22000	12.908342838287354	
1.2010099304558806	123.266	20.44602851323829	71.63136456211812	54.026476578411405	0.18472851311815447	44	2811	363	65.0	413.0	312.0	9	2.0	2.0	1.0	0	0	0.1357262134552002	22500	13.044069051742554	
0.6863677274854004	129.718	20.803245436105477	76.09939148073022	57.281947261663284	0.18472851311815447	45	2819	412	69.0	481.0	361.0	5	2.0	2.0	1.0	0	0	0.1436159610748291	23000	13.187685012817383	
0.42912480585401946	125.594	20.728395061728396	75.31687242798354	56.67695473251029	0.18472851311815447	46	2834	469	69.0	370.0	275.0	7	2.0	2.0	1.0	0	0	0.13991999626159668	23500	13.32760500907898	
4.394337355058396e+42	129.212	21.393374741200827	77.13457556935818	58.15734989648033	0.18472851311815447	47	2852	317	63.0	316.0	239.0	16	2.0	2.0	1.0	0	0	0.1431741714477539	24000	13.470779180526733	
0.8287150288494877	128.086	20.843177189409367	76.60285132382892	57.4745417515275	0.18472851311815447	48	2862	315	66.0	391.0	291.0	5	2.0	2.0	1.0	0	0	0.14191102981567383	24500	13.612690210342407	
0.7268711428883438	130.602	20.720647773279353	75.24696356275304	56.582995951417004	0.18472851311815447	49	2868	365	66.0	461.0	345.0	17	2.0	2.0	1.0	0	0	0.14260554313659668	25000	13.755295753479004	
1.7041077016655186	134.758	21.2834008097166	77.20647773279352	57.973684210526315	0.18472851311815447	50	2874	370	81.0	384.0	287.0	14	2.0	2.0	1.0	0	0	0.14715313911437988	25500	13.902448892593384	
