ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
10015.0	25.185	7.025	24.655	16.895	10015	0	0	69	15	68	46	12	5	11	8	0	0	0.14201712608337402	200	0.14201712608337402	0	100.0	
10015.0	24.2	6.735294117647059	22.71764705882353	15.641176470588235	10015	1	30	73	12.0	59.0	40.0	7	5.0	11.0	8.0	0	0	0.04802536964416504	400	0.19004249572753906	0	100.0	
10015.0	25.65	6.867469879518072	23.813253012048193	16.283132530120483	10015	2	64	63	13.0	56.0	38.0	5	5.0	11.0	8.0	0	0	0.05128169059753418	600	0.24132418632507324	0	100.0	
10015.0	26.925	6.8313953488372094	23.290697674418606	15.924418604651162	10015	3	92	63	10.0	51.0	35.0	5	5.0	11.0	8.0	0	0	0.05216717720031738	800	0.2934913635253906	0	100.0	
10015.0	28.935	7.034285714285715	24.091428571428573	16.502857142857142	10015	4	117	62	12.0	51.0	35.0	4	5.0	11.0	8.0	0	0	0.05195784568786621	1000	0.34544920921325684	0	100.0	
10015.0	30.93	7.18716577540107	24.385026737967916	16.754010695187166	10015	5	130	73	12.0	45.0	31.0	6	5.0	11.0	8.0	0	0	0.053014278411865234	1200	0.39846348762512207	0	100.0	
10015.0	33.8	7.193370165745856	25.11049723756906	17.176795580110497	10015	6	149	74	11.0	45.0	31.0	5	5.0	11.0	8.0	0	0	0.055184125900268555	1400	0.4536476135253906	0	100.0	
10015.0	35.685	7.0732984293193715	24.523560209424083	16.81151832460733	10015	7	158	73	14.0	46.0	31.0	9	5.0	11.0	8.0	0	0	0.0555875301361084	1600	0.509235143661499	0	100.0	
10015.0	39.405	7.205263157894737	25.457894736842107	17.442105263157895	10015	8	168	76	13.0	57.0	39.0	5	5.0	11.0	8.0	0	0	0.05855607986450195	1800	0.567791223526001	0	100.0	
10015.0	38.965	7.182795698924731	25.56989247311828	17.553763440860216	10015	9	182	81	11.0	50.0	34.0	7	5.0	11.0	8.0	0	0	0.05750083923339844	2000	0.6252920627593994	0	100.0	
10015.0	39.075	7.080645161290323	25.107526881720432	17.268817204301076	10015	10	196	88	11.0	80.0	54.0	4	5.0	11.0	8.0	0	0	0.05957317352294922	2200	0.6848652362823486	0	100.0	
10015.0	38.465	7.175531914893617	25.30851063829787	17.361702127659573	10015	11	208	98	11.0	50.0	34.0	4	5.0	11.0	8.0	0	0	0.05993819236755371	2400	0.7448034286499023	0	100.0	
10015.0	40.77	7.082474226804123	25.216494845360824	17.2680412371134	10015	12	214	100	12.0	62.0	42.0	7	5.0	11.0	8.0	0	0	0.05838656425476074	2600	0.8031899929046631	0	100.0	
10015.0	43.45	7.16580310880829	25.632124352331605	17.626943005181346	10015	13	221	120	12.0	77.0	52.0	11	5.0	11.0	8.0	0	0	0.05717158317565918	2800	0.8603615760803223	0	100.0	
10015.0	45.1	7.248730964467005	25.065989847715738	17.248730964467004	10015	14	224	95	13.0	63.0	43.0	14	5.0	11.0	8.0	0	0	0.05420875549316406	3000	0.9145703315734863	0	100.0	
10015.0	44.025	7.108247422680412	24.34020618556701	16.7680412371134	10015	15	230	99	14.0	69.0	47.0	11	5.0	11.0	8.0	0	0	0.05531597137451172	3200	0.969886302947998	0	100.0	
10015.0	46.71	7.32994923857868	25.532994923857867	17.583756345177665	10015	16	233	95	13.0	63.0	43.0	9	5.0	11.0	8.0	0	0	0.056089162826538086	3400	1.0259754657745361	0	100.0	
10015.0	48.435	7.545918367346939	26.316326530612244	18.132653061224488	10015	17	237	104	16.0	81.0	54.0	10	5.0	11.0	8.0	0	0	0.07550477981567383	3600	1.10148024559021	0	100.0	
10015.0	50.48	7.58080808080808	27.065656565656564	18.565656565656564	10015	18	239	106	17.0	87.0	58.0	10	5.0	11.0	8.0	0	0	0.058562278747558594	3800	1.1600425243377686	0	100.0	
10015.0	51.38	7.525510204081633	26.586734693877553	18.25	10015	19	243	121	16.0	81.0	54.0	10	5.0	11.0	8.0	0	0	0.05688357353210449	4000	1.216926097869873	0	100.0	
10015.0	53.1	7.444444444444445	26.1010101010101	17.954545454545453	10015	20	245	111	13.0	72.0	49.0	10	5.0	11.0	8.0	0	0	0.05634903907775879	4200	1.2732751369476318	0	100.0	
10015.0	51.665	7.473958333333333	26.557291666666668	18.239583333333332	10015	21	253	123	17.0	87.0	58.0	6	5.0	14.0	10.0	0	0	0.05599570274353027	4400	1.329270839691162	0	100.0	
10015.0	55.1	7.474747474747475	26.72222222222222	18.343434343434343	10015	22	255	140	13.0	72.0	49.0	10	5.0	11.0	8.0	0	0	0.05683732032775879	4600	1.386108160018921	0	100.0	
10015.0	54.515	7.428571428571429	26.637755102040817	18.270408163265305	10015	23	259	148	13.0	57.0	39.0	11	5.0	11.0	8.0	0	0	0.05821394920349121	4800	1.444322109222412	0	100.0	
10015.0	54.805	7.520408163265306	27.28061224489796	18.775510204081634	10015	24	263	158	13.0	57.0	39.0	13	5.0	11.0	8.0	0	0	0.060109853744506836	5000	1.504431962966919	0	100.0	
10015.0	55.225	7.590909090909091	27.136363636363637	18.646464646464647	10015	25	265	154	14.0	74.0	50.0	11	5.0	11.0	8.0	0	0	0.059262990951538086	5200	1.563694953918457	0	100.0	
10015.0	53.665	7.324742268041237	25.09278350515464	17.298969072164947	10015	26	271	116	16.0	63.0	43.0	7	5.0	11.0	8.0	0	0	0.05554389953613281	5400	1.6192388534545898	0	100.0	
10015.0	54.67	7.228426395939087	25.86294416243655	17.756345177664976	10015	27	274	119	12.0	59.0	40.0	9	5.0	11.0	8.0	0	0	0.061083078384399414	5600	1.6803219318389893	0	100.0	
10015.0	56.07	7.438144329896907	26.814432989690722	18.412371134020617	10015	28	280	107	15.0	66.0	45.0	5	5.0	11.0	8.0	0	0	0.05795693397521973	5800	1.738278865814209	0	100.0	
10015.0	56.48	7.456852791878172	27.02030456852792	18.502538071065988	10015	29	283	129	14.0	63.0	43.0	9	5.0	11.0	8.0	0	0	0.05817890167236328	6000	1.7964577674865723	0	100.0	
10015.0	55.105	7.412371134020619	26.304123711340207	18.00515463917526	10015	30	289	117	16.0	71.0	48.0	6	5.0	11.0	8.0	0	0	0.05730319023132324	6200	1.8537609577178955	0	100.0	
10015.0	58.855	7.336734693877551	26.918367346938776	18.43877551020408	10015	31	293	113	15.0	75.0	51.0	11	5.0	11.0	8.0	0	0	0.056849002838134766	6400	1.9106099605560303	0	100.0	
10015.0	59.495	7.384615384615385	26.70769230769231	18.266666666666666	10015	32	298	111	15.0	80.0	54.0	12	5.0	11.0	8.0	0	0	0.07487297058105469	6600	1.985482931137085	0	100.0	
10015.0	59.555	7.378787878787879	26.984848484848484	18.444444444444443	10015	33	300	124	15.0	66.0	45.0	12	5.0	11.0	8.0	0	0	0.05779218673706055	6800	2.0432751178741455	0	100.0	
10015.0	58.62	7.446153846153846	27.446153846153845	18.71794871794872	10015	34	305	129	17.0	66.0	44.0	11	5.0	11.0	8.0	0	0	0.05885934829711914	7000	2.1021344661712646	0	100.0	
10015.0	60.4	7.414507772020725	27.88082901554404	18.979274611398964	10015	35	312	116	17.0	68.0	46.0	7	5.0	11.0	8.0	0	0	0.05993771553039551	7200	2.16207218170166	0	100.0	
10015.0	63.805	7.338541666666667	27.130208333333332	18.510416666666668	10015	36	320	121	16.0	78.0	52.0	7	5.0	11.0	8.0	0	0	0.057035207748413086	7400	2.2191073894500732	0	100.0	
10015.0	69.22	7.48989898989899	28.282828282828284	19.272727272727273	10015	37	322	127	17.0	90.0	60.0	9	5.0	11.0	8.0	0	0	0.059092044830322266	7600	2.2781994342803955	0	100.0	
10015.0	70.785	7.4974358974358974	28.52820512820513	19.446153846153845	10015	38	327	130	14.0	84.0	56.0	5	5.0	11.0	8.0	0	0	0.06001782417297363	7800	2.338217258453369	0	100.0	
10015.0	68.965	7.446700507614213	28.65989847715736	19.568527918781726	10015	39	330	121	17.0	87.0	59.0	6	5.0	11.0	8.0	0	0	0.061779022216796875	8000	2.399996280670166	0	100.0	
10015.0	73.14	7.552763819095477	29.08040201005025	19.819095477386934	10015	40	331	120	16.0	84.0	56.0	15	5.0	11.0	8.0	0	0	0.06610393524169922	8200	2.4661002159118652	0	100.0	
10015.0	67.675	7.56	28.715	19.605	10015	41	331	125	15	75	50	18	5	11	8	0	0	0.06156492233276367	8400	2.527665138244629	0	100.0	
10015.0	65.845	7.588832487309645	28.532994923857867	19.441624365482234	10015	42	334	125	17.0	71.0	48.0	9	5.0	11.0	8.0	0	0	0.06033730506896973	8600	2.5880024433135986	0	100.0	
10015.0	66.115	7.725888324873097	28.78680203045685	19.604060913705585	10015	43	337	124	13.0	78.0	52.0	10	5.0	11.0	8.0	0	0	0.05947470664978027	8800	2.647477149963379	0	100.0	
10015.0	69.185	7.6020408163265305	28.591836734693878	19.448979591836736	10015	44	341	121	13.0	68.0	46.0	12	5.0	11.0	8.0	0	0	0.06325340270996094	9000	2.71073055267334	0	100.0	
10015.0	69.345	7.606217616580311	28.186528497409327	19.181347150259068	10015	45	348	126	16.0	65.0	44.0	11	5.0	11.0	8.0	0	0	0.061368703842163086	9200	2.772099256515503	0	100.0	
10015.0	71.405	7.48989898989899	28.464646464646464	19.333333333333332	10015	46	350	131	15.0	65.0	44.0	12	5.0	11.0	8.0	0	0	0.06108593940734863	9400	2.8331851959228516	0	100.0	
10015.0	71.085	7.444444444444445	28.328282828282827	19.196969696969695	10015	47	352	135	16.0	69.0	46.0	18	5.0	11.0	8.0	0	0	0.07947301864624023	9600	2.912658214569092	0	100.0	
10015.0	68.175	7.472361809045226	28.738693467336685	19.537688442211056	10015	48	353	137	16.0	81.0	54.0	11	5.0	11.0	8.0	0	0	0.06096243858337402	9800	2.973620653152466	0	100.0	
10015.0	66.385	7.829896907216495	30.469072164948454	20.711340206185568	10015	49	359	115	16.0	86.0	58.0	7	5.0	11.0	8.0	0	0	0.062270164489746094	10000	3.035890817642212	0	100.0	
10015.0	67.81	7.929292929292929	30.92929292929293	21.0	10015	50	361	127	17.0	80.0	54.0	16	5.0	11.0	8.0	0	0	0.06230950355529785	10200	3.0982003211975098	0	100.0	
10015.0	67.405	8.22	31.405	21.32	10015	51	361	108	16	78	52	18	5	14	10	0	0	0.0646524429321289	10400	3.1628527641296387	0	100.0	
10015.0	65.03	7.94949494949495	30.949494949494948	20.95959595959596	10015	52	363	117	16.0	87.0	58.0	18	5.0	11.0	8.0	0	0	0.06353092193603516	10600	3.226383686065674	0	100.0	
10015.0	64.035	7.914572864321608	30.587939698492463	20.763819095477388	10015	53	364	136	16.0	75.0	50.0	16	5.0	11.0	8.0	0	0	0.06304287910461426	10800	3.289426565170288	0	100.0	
10015.0	60.575	7.50253807106599	27.84771573604061	18.944162436548222	10015	54	367	127	14.0	66.0	44.0	16	5.0	11.0	8.0	0	0	0.05880093574523926	11000	3.3482275009155273	0	100.0	
10015.0	60.9	7.715736040609137	27.99492385786802	19.01522842639594	10015	55	370	125	17.0	66.0	44.0	18	5.0	11.0	8.0	0	0	0.058356285095214844	11200	3.406583786010742	0	100.0	
10015.0	62.03	7.3232323232323235	26.671717171717173	18.2020202020202	10015	56	372	131	12.0	62.0	42.0	15	5.0	11.0	8.0	0	0	0.05922675132751465	11400	3.465810537338257	0	100.0	
10015.0	64.735	7.333333333333333	26.838383838383837	18.393939393939394	10015	57	374	123	13.0	92.0	62.0	7	5.0	11.0	8.0	0	0	0.057942867279052734	11600	3.5237534046173096	0	100.0	
10015.0	67.86	7.4512820512820515	27.605128205128207	18.92820512820513	10015	58	379	154	16.0	134.0	90.0	12	5.0	11.0	8.0	0	0	0.06055092811584473	11800	3.5843043327331543	0	100.0	
10015.0	67.995	7.302564102564102	26.93846153846154	18.48205128205128	10015	59	384	140	16.0	92.0	62.0	14	5.0	11.0	8.0	0	0	0.06560564041137695	12000	3.6499099731445312	0	100.0	
10014.974747474747	70.385	7.186868686868687	26.863636363636363	18.404040404040405	10010	60	386	140	13.0	83.0	56.0	9	5.0	11.0	8.0	0	0	0.06129622459411621	12200	3.7112061977386475	0	100.0	
10014.847715736041	68.74	7.309644670050761	27.14213197969543	18.598984771573605	10010	61	389	135	13.0	83.0	56.0	11	5.0	11.0	8.0	0	0	0.05930900573730469	12400	3.770515203475952	0	100.0	
10014.79274611399	67.665	7.481865284974093	29.33678756476684	19.979274611398964	10010	62	396	148	17.0	77.0	52.0	9	5.0	11.0	8.0	0	0	0.0799403190612793	12600	3.8504555225372314	0	100.0	
10014.822335025381	72.3	7.558375634517766	30.16243654822335	20.507614213197968	10010	63	399	155	16.0	89.0	60.0	16	5.0	11.0	8.0	0	0	0.06621694564819336	12800	3.916672468185425	0	100.0	
10014.76923076923	71.395	7.37948717948718	28.01025641025641	19.08205128205128	10010	64	404	146	17.0	75.0	51.0	7	5.0	11.0	8.0	0	0	0.06476664543151855	13000	3.9814391136169434	0	100.0	
10014.547738693467	72.105	7.135678391959799	26.798994974874372	18.22613065326633	10010	65	405	132	16.0	81.0	54.0	11	5.0	11.0	8.0	0	0	0.06555700302124023	13200	4.046996116638184	0	100.0	
10014.422110552763	74.325	7.185929648241206	26.542713567839197	18.110552763819097	10010	66	406	143	13.0	69.0	46.0	15	5.0	11.0	8.0	0	0	0.0676429271697998	13400	4.114639043807983	0	100.0	
10014.081632653062	77.72	7.035714285714286	27.612244897959183	18.678571428571427	10010	67	410	155	14.0	98.0	66.0	3	5.0	11.0	8.0	0	0	0.07674765586853027	13600	4.191386699676514	0	100.0	
10013.819095477387	81.925	7.437185929648241	31.195979899497488	20.969849246231156	10010	68	411	163	14.0	66.0	44.0	13	5.0	11.0	8.0	0	0	0.10798239707946777	13800	4.2993690967559814	0	100.0	
10013.724489795919	82.185	7.168367346938775	30.489795918367346	20.433673469387756	10010	69	415	177	17.0	72.0	48.0	9	5.0	14.0	10.0	0	0	0.10443568229675293	14000	4.403804779052734	0	100.0	
10013.625	87.59	7.295	30.45	20.385	10010	70	415	152	17	104	70	13	5	11	8	0	0	0.08976864814758301	14200	4.493573427200317	0	100.0	
10013.4	83.24	7.1	30.435	20.295	10010	71	415	157	15	77	52	22	5	11	8	0	0	0.09245920181274414	14400	4.5860326290130615	0	100.0	
10013.484848484848	87.385	7.222222222222222	31.61111111111111	21.07070707070707	10000	72	417	165	15.0	78.0	52.0	14	5.0	11.0	8.0	0	0	0.09318733215332031	14600	4.679219961166382	0	100.0	
10013.065326633166	85.225	7.035175879396985	30.08040201005025	20.055276381909547	10000	73	418	152	15.0	83.0	56.0	14	5.0	11.0	8.0	0	0	0.10212016105651855	14800	4.7813401222229	0	100.0	
10012.780612244898	86.67	6.969387755102041	30.20408163265306	20.112244897959183	10000	74	422	156	16.0	84.0	56.0	8	5.0	11.0	8.0	0	0	0.09633588790893555	15000	4.877676010131836	0	100.0	
10012.85	93.43	7.165	31.13	20.8	10000	75	422	158	16	84	56	22	5	11	8	0	0	0.11941361427307129	15200	4.997089624404907	0	100.0	
10013.015075376885	95.2	7.28140703517588	32.2964824120603	21.517587939698494	10000	76	423	169	15.0	80.0	54.0	17	5.0	14.0	10.0	0	0	0.10414481163024902	15400	5.101234436035156	0	100.0	
10013.165829145728	92.365	7.4120603015075375	33.185929648241206	22.13065326633166	10000	77	424	162	16.0	87.0	58.0	12	5.0	11.0	8.0	0	0	0.10267949104309082	15600	5.203913927078247	0	100.0	
10012.562814070352	96.765	7.331658291457287	32.63316582914573	21.77386934673367	10000	78	425	171	15.0	78.0	52.0	23	5.0	11.0	8.0	0	0	0.10283589363098145	15800	5.3067498207092285	0	100.0	
10012.325	98.895	7.345	32.965	22.03	10000	79	425	183	13	68	46	23	5	11	8	0	0	0.10750985145568848	16000	5.414259672164917	0	100.0	
10011.775	104.44	7.545	33.94	22.65	10000	80	425	178	15	78	52	27	5	11	8	0	0	0.1119685173034668	16200	5.526228189468384	0	100.0	
10011.675	112.12	7.52	34.445	22.98	10000	81	425	199	16	84	56	31	5	11	8	0	0	0.11716032028198242	16400	5.643388509750366	0	100.0	
10012.474747474747	112.56	7.646464646464646	35.035353535353536	23.38888888888889	10000	82	427	199	16.0	84.0	56.0	28	5.0	11.0	8.0	0	0	0.1082921028137207	16600	5.751680612564087	0	100.0	
10012.18274111675	116.48	7.538071065989848	34.50761421319797	22.96446700507614	10000	83	430	194	16.0	84.0	56.0	33	5.0	11.0	8.0	0	0	0.10976290702819824	16800	5.861443519592285	0	100.0	
10012.55	116.205	7.42	33.235	22.165	10000	84	430	195	15	78	52	33	5	11	8	0	0	0.10583281517028809	17000	5.967276334762573	0	100.0	
10012.175	107.44	7.4	33.745	22.485	10000	85	430	199	15	78	52	41	5	11	8	0	0	0.11078310012817383	17200	6.078059434890747	0	100.0	
10011.675	111.585	7.625	35.21	23.45	10000	86	430	198	16	104	70	40	5	11	8	0	0	0.1188805103302002	17400	6.196939945220947	0	100.0	
10011.55	115.915	7.685	34.835	23.195	10000	87	430	198	16	84	56	32	5	14	10	0	0	0.13693952560424805	17600	6.333879470825195	0	100.0	
10011.775	113.14	7.395	33.41	22.25	10000	88	430	198	13	72	48	32	5	14	10	0	0	0.11423444747924805	17800	6.448113918304443	0	100.0	
10011.767676767677	112.925	7.287878787878788	32.78787878787879	21.828282828282827	10000	89	432	194	14.0	72.0	48.0	15	5.0	11.0	8.0	0	0	0.1106717586517334	18000	6.558785676956177	0	100.0	
10011.472081218275	112.925	7.0152284263959395	31.487309644670052	20.913705583756347	10000	90	435	195	13.0	66.0	44.0	17	5.0	11.0	8.0	0	0	0.11118793487548828	18200	6.669973611831665	0	100.0	
10011.231155778894	115.64	7.256281407035176	32.89447236180904	21.824120603015075	10000	91	436	200	16.0	84.0	56.0	16	5.0	14.0	10.0	0	0	0.1147758960723877	18400	6.784749507904053	0	100.0	
10011.331658291458	120.17	7.28140703517588	32.949748743718594	21.884422110552762	10000	92	437	199	16.0	84.0	56.0	12	5.0	14.0	10.0	0	0	0.11414027214050293	18600	6.898889780044556	0	100.0	
10011.59090909091	116.505	7.181818181818182	32.484848484848484	21.6010101010101	10000	93	439	199	13.0	66.0	44.0	9	5.0	16.0	11.0	0	0	0.11144685745239258	18800	7.010336637496948	0	100.0	
10011.65	117.16	7.17	32.335	21.505	10000	94	439	198	17	66	44	17	5	11	8	0	0	0.11370086669921875	19000	7.124037504196167	0	100.0	
10011.666666666666	119.815	7.242424242424242	32.666666666666664	21.78787878787879	10000	95	441	198	17.0	90.0	60.0	17	5.0	11.0	8.0	0	0	0.1147623062133789	19200	7.238799810409546	0	100.0	
10011.3	123.535	7.23	33.385	22.215	10000	96	441	198	14	84	56	38	5	11	8	0	0	0.11732649803161621	19400	7.356126308441162	0	100.0	
10011.9	129.105	7.525	34.895	23.255	10000	97	441	197	14	83	56	41	5	11	8	0	0	0.11449456214904785	19600	7.47062087059021	0	100.0	
10011.45	125.345	7.61	35.21	23.52	10000	98	441	197	13	74	50	39	5	11	8	0	0	0.12000870704650879	19800	7.590629577636719	0	100.0	
10011.725	126.505	7.365	33.595	22.46	10000	99	441	198	14	72	48	33	5	11	8	0	0	0.11232566833496094	20000	7.70295524597168	0	100.0	
10012.05	119.02	7.315	33.95	22.7	10000	100	441	199	14	72	48	33	5	11	8	0	0	0.12852954864501953	20200	7.831484794616699	0	100.0	
10012.236180904523	125.38	7.326633165829146	33.834170854271356	22.633165829145728	10000	101	442	200	14.0	95.0	64.0	27	5.0	14.0	10.0	0	0	0.11126852035522461	20400	7.942753314971924	0	100.0	
10012.575	124.725	7.475	34.55	23.185	10000	102	442	199	14	77	52	20	5	14	10	0	0	0.10824775695800781	20600	8.051001071929932	0	100.0	
10012.175	126.86	7.31	33.375	22.3	10000	103	442	200	14	72	48	26	5	15	11	0	0	0.11269450187683105	20800	8.163695573806763	0	100.0	
10012.35	122.24	7.345	33.36	22.31	10000	104	442	198	13	80	54	36	5	11	8	0	0	0.11062002182006836	21000	8.274315595626831	0	100.0	
10012.525	121.67	7.16	32.25	21.505	10000	105	442	199	14	72	48	23	5	11	8	0	0	0.11023592948913574	21200	8.384551525115967	0	100.0	
10012.311557788944	124.62	7.115577889447236	31.688442211055275	21.155778894472363	10000	106	443	200	13.0	72.0	48.0	23	5.0	11.0	8.0	0	0	0.10761618614196777	21400	8.492167711257935	0	100.0	
10012.125	122.635	7.08	31.4	20.95	10000	107	443	200	14	60	40	30	5	11	8	0	0	0.11546754837036133	21600	8.607635259628296	0	100.0	
10012.075	117.42	7.065	31.065	20.715	10000	108	443	200	13	66	44	30	5	11	8	0	0	0.10941171646118164	21800	8.717046976089478	0	100.0	
10012.1608040201	114.505	6.9296482412060305	30.33668341708543	20.251256281407034	10000	109	444	199	12.0	68.0	46.0	20	5.0	11.0	8.0	0	0	0.10461759567260742	22000	8.821664571762085	0	100.0	
10012.2	122.21	6.975	31.765	21.18	10000	110	444	199	12	89	60	21	5	11	8	0	0	0.11029195785522461	22200	8.93195652961731	0	100.0	
10011.934673366834	128.07	6.934673366834171	31.42713567839196	20.974874371859297	10000	111	445	200	14.0	101.0	68.0	21	5.0	14.0	10.0	0	0	0.11580562591552734	22400	9.047762155532837	0	100.0	
10011.925	132.59	7.085	32.845	21.87	10000	112	445	199	12	89	60	44	5	14	10	0	0	0.12303709983825684	22600	9.170799255371094	0	100.0	
10012.375	134.485	7.12	32.595	21.805	10000	113	445	199	12	80	54	41	5	11	8	0	0	0.1401824951171875	22800	9.310981750488281	0	100.0	
10012.35	134.645	7.34	33.845	22.67	10000	114	445	200	12	77	52	24	5	11	8	0	0	0.11510515213012695	23000	9.426086902618408	0	100.0	
10012.3	134.045	7.505	34.895	23.36	10000	115	445	200	13	77	52	39	5	14	10	0	0	0.11429715156555176	23200	9.54038405418396	0	100.0	
10011.725	132.435	7.455	34.075	22.76	10000	116	445	192	14	80	54	29	5	11	8	0	0	0.12706589698791504	23400	9.667449951171875	0	100.0	
10011.675	132.025	7.645	35.405	23.64	10000	117	445	199	14	68	46	39	5	14	10	0	0	0.12052035331726074	23600	9.787970304489136	0	100.0	
10011.9	138.735	7.415	33.85	22.62	10000	118	445	199	15	80	54	29	5	11	8	0	0	0.11821174621582031	23800	9.906182050704956	0	100.0	
10011.8	130.825	7.29	33.36	22.31	10000	119	445	200	15	78	52	29	5	11	8	0	0	0.1159825325012207	24000	10.022164583206177	0	100.0	
10011.742424242424	125.895	7.44949494949495	35.21212121212121	23.555555555555557	10000	120	447	199	15.0	78.0	52.0	18	5.0	11.0	8.0	0	0	0.1189570426940918	24200	10.141121625900269	0	100.0	
10011.825	129.46	7.515	34.555	23.135	10000	121	447	200	13	63	42	27	5	15	11	0	0	0.11877965927124023	24400	10.259901285171509	0	100.0	
10011.9	134.965	7.325	34.52	23.04	10000	122	447	200	12	68	46	27	5	11	8	0	0	0.12242388725280762	24600	10.382325172424316	0	100.0	
10011.5	135.065	7.395	35.175	23.515	10000	123	447	200	11	74	50	39	5	11	8	0	0	0.12416696548461914	24800	10.506492137908936	0	100.0	
10011.575	135.42	7.35	34.095	22.78	10000	124	447	199	12	71	48	30	5	11	8	0	0	0.12505054473876953	25000	10.631542682647705	0	100.0	
10011.65	128.63	7.32	34.045	22.79	10000	125	447	195	16	84	56	30	5	11	8	0	0	0.11990237236022949	25200	10.751445055007935	0	100.0	
10011.6	131.8	7.755	36.69	24.56	10000	126	447	200	16	95	64	30	5	11	8	0	0	0.14789628982543945	25400	10.899341344833374	0	100.0	
10011.75	124.585	7.655	35.935	24.095	10000	127	447	198	17	96	64	26	5	11	8	0	0	0.12082552909851074	25600	11.020166873931885	0	100.0	
10011.55	125.49	7.65	36.155	24.24	10000	128	447	200	14	80	54	29	5	11	8	0	0	0.12487483024597168	25800	11.145041704177856	0	100.0	
10011.7	132.075	7.86	37.475	25.165	10000	129	447	198	14	80	54	37	5	11	8	0	0	0.12420463562011719	26000	11.269246339797974	0	100.0	
10011.834170854272	122.88	7.8793969849246235	37.246231155778894	24.979899497487438	10000	130	448	200	14.0	83.0	56.0	29	5.0	11.0	8.0	0	0	0.12589025497436523	26200	11.395136594772339	0	100.0	
10011.65	123.705	7.915	37.935	25.4	10000	131	448	200	14	101	68	20	5	11	8	0	0	0.12485980987548828	26400	11.519996404647827	0	100.0	
10011.9	124.05	7.865	37.86	25.295	10000	132	448	196	14	101	68	20	5	14	10	0	0	0.12172722816467285	26600	11.6417236328125	0	100.0	
