ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	
1.1959256136202237e+124	25.12	6.506	23.478	16.916	0.20448167508729576	0	0	136	10	123	91	3	3	3	2	31	0	1.0885391235351562	500	1.0885391235351562	
1.9202763000229757e+37	22.842	7.831460674157303	17.446629213483146	12.47752808988764	0.20207197954670597	1	145	117	26.0	102.0	72.0	2	2.0	2.0	1.0	46	0	0.08094525337219238	1000	1.1694843769073486	
21.49327156566118	24.602	7.4844124700239805	16.376498800959233	11.70503597122302	0.20207197954670597	2	229	118	32.0	104.0	74.0	3	2.0	2.0	1.0	53	0	0.07828307151794434	1500	1.247767448425293	
4.7430976123675554	24.722	7.198660714285714	14.453125	10.404017857142858	0.19919241315126937	3	282	83	23.0	92.0	66.0	2	2.0	2.0	1.0	56	0	0.07699012756347656	2000	1.3247575759887695	
508029.1628516732	28.148	7.190889370932755	13.958785249457701	10.12581344902386	0.19919241315126937	4	322	94	21.0	69.0	50.0	2	2.0	2.0	1.0	60	0	0.07810497283935547	2500	1.402862548828125	
1.9879238813142814e+20	29.34	7.565126050420168	14.313025210084033	10.478991596638656	0.19728624570138445	5	347	86	22.0	61.0	45.0	4	2.0	2.0	1.0	62	0	0.07958507537841797	3000	1.482447624206543	
7.887460712331403e+72	31.664	7.736951983298539	14.390396659707724	10.576200417536535	0.1958079376497798	6	369	92	22.0	53.0	40.0	3	2.0	2.0	1.0	67	0	0.08294939994812012	3500	1.565397024154663	
3.478119666556301e+20	36.132	8.299586776859504	15.733471074380166	11.652892561983471	0.19142460840225473	7	386	89	23.0	71.0	49.0	6	2.0	2.0	1.0	68	0	0.08849906921386719	4000	1.6538960933685303	
2.5401066253215543	36.244	8.604989604989605	17.775467775467774	13.033264033264032	0.19142460840225473	8	406	100	32.0	83.0	63.0	2	2.0	2.0	1.0	72	0	0.09377431869506836	4500	1.7476704120635986	
156264714411.7263	38.664	8.582463465553236	17.16910229645094	12.693110647181628	0.19142460840225473	9	428	109	29.0	81.0	60.0	3	2.0	2.0	1.0	74	0	0.0919504165649414	5000	1.83962082862854	
