ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	
2.129468873398949e+109	25.78	6.494	24.096	17.368	0.19717180736672157	0	0	168	10	154	112	3	3	3	2	39	0	0.8895492553710938	500	0.8895492553710938	
1.4713321463706326e+45	24.984	8.172804532577903	19.03399433427762	13.696883852691219	0.19717180736672157	1	148	150	32.0	181.0	127.0	3	2.0	2.0	1.0	58	0	0.1658468246459961	1000	1.0553960800170898	
3.901604112637496e+79	25.95	7.04367816091954	14.218390804597702	10.239080459770115	0.19717180736672157	2	214	159	23.0	85.0	63.0	1	2.0	2.0	1.0	64	0	0.07950115203857422	1500	1.134897232055664	
216018652794.24005	30.438	6.970212765957447	14.189361702127659	10.197872340425532	0.1946692955305383	3	245	159	29.0	96.0	71.0	2	2.0	2.0	1.0	69	0	0.07764887809753418	2000	1.2125461101531982	
2.8789802965675246e+23	31.25	7.246808510638298	14.678723404255319	10.619148936170212	0.19371995653881616	4	276	136	29.0	75.0	57.0	5	2.0	2.0	1.0	74	0	0.08116555213928223	2500	1.2937116622924805	
17.728124528848994	32.332	7.3101952277657265	14.40997830802603	10.533622559652928	0.19371995653881616	5	316	149	29.0	73.0	55.0	3	2.0	2.0	1.0	79	0	0.08062529563903809	3000	1.3743369579315186	
28094609550339.348	31.814	7.752688172043011	15.288172043010753	11.20215053763441	0.1885514838512606	6	352	133	25.0	74.0	55.0	4	2.0	2.0	1.0	82	0	0.1019430160522461	3500	1.4762799739837646	
3.4730086113898064	33.968	8.18867924528302	16.41090146750524	12.10691823899371	0.1885514838512606	7	376	132	28.0	76.0	60.0	3	2.0	2.0	1.0	89	0	0.08874630928039551	4000	1.5650262832641602	
1.0389413495633001e+20	37.272	8.329896907216495	17.342268041237112	12.723711340206185	0.18631402702787178	8	392	109	29.0	86.0	60.0	3	2.0	2.0	1.0	94	0	0.09200572967529297	4500	1.6570320129394531	
1.9144843140346406	41.24	9.189583333333333	19.102083333333333	14.160416666666666	0.18631402702787178	9	412	116	30.0	110.0	80.0	5	2.0	2.0	1.0	98	0	0.09810042381286621	5000	1.7551324367523193	
5.495211045595931e+127	42.208	9.328451882845188	19.297071129707113	14.412133891213388	0.18631402702787178	10	434	110	31.0	122.0	89.0	3	2.0	2.0	1.0	100	0	0.09834742546081543	5500	1.8534798622131348	
1.3574257591938304	42.988	9.33469387755102	18.751020408163264	14.042857142857143	0.18631402702787178	11	444	114	32.0	122.0	89.0	4	2.0	2.0	1.0	105	0	0.1048579216003418	6000	1.9583377838134766	
281029389535214.4	46.048	9.62753036437247	20.03846153846154	14.937246963562753	0.18234570798204291	12	451	118	39.0	127.0	95.0	5	2.0	2.0	1.0	107	0	0.09930896759033203	6500	2.0576467514038086	
4.4863576888190566e+18	50.056	10.355828220858896	22.257668711656443	16.687116564417177	0.18234570798204291	13	463	118	28.0	127.0	95.0	5	2.0	2.0	1.0	113	0	0.10744237899780273	7000	2.1650891304016113	
1.1815167180228248	54.692	11.334012219959266	25.073319755600814	18.830957230142566	0.18234570798204291	14	473	128	36.0	135.0	101.0	3	2.0	2.0	1.0	115	0	0.12059640884399414	7500	2.2856855392456055	
9.579092627406352	55.72	11.184584178498985	23.616632860040568	17.829614604462474	0.18234570798204291	15	481	128	40.0	147.0	106.0	4	2.0	2.0	1.0	121	0	0.11519217491149902	8000	2.4008777141571045	
52.01107125662884	58.302	11.223340040241448	25.06237424547284	18.814889336016098	0.18234570798204291	16	484	147	40.0	117.0	84.0	5	2.0	2.0	1.0	125	0	0.12230968475341797	8500	2.5231873989105225	
1.7306508300775227	60.628	11.841046277665995	27.515090543259557	20.62374245472837	0.18234570798204291	17	487	152	35.0	157.0	115.0	7	2.0	2.0	1.0	131	0	0.2241051197052002	9000	2.7472925186157227	
3.3999419616254206e+27	61.918	12.365656565656566	29.1030303030303	21.903030303030302	0.1813356445931947	18	493	150	47.0	176.0	132.0	13	2.0	2.0	1.0	135	0	0.13583612442016602	9500	2.8831286430358887	
1.226974068741495	63.664	12.798780487804878	31.741869918699187	23.778455284552845	0.17931013503735643	19	501	199	58.0	208.0	159.0	7	2.0	2.0	1.0	140	0	0.14165449142456055	10000	3.024783134460449	
2.2465971140878302	69.446	12.977732793522268	33.402834008097166	25.002024291497975	0.17931013503735643	20	508	203	43.0	211.0	158.0	6	2.0	2.0	1.0	141	0	0.17092108726501465	10500	3.195704221725464	
1.1472128349983832	73.602	13.707818930041153	38.053497942386834	28.40740740740741	0.17887706967604045	21	522	261	63.0	301.0	224.0	10	2.0	2.0	1.0	143	0	0.1602771282196045	11000	3.3559813499450684	
2.5123725084291664	76.168	15.49896480331263	45.39958592132505	33.768115942028984	0.17884457430603956	22	540	222	45.0	260.0	192.0	10	2.0	2.0	1.0	146	0	0.17865800857543945	11500	3.534639358520508	
0.5145533344941939	84.748	16.574642126789367	49.58895705521472	36.94683026584867	0.17884457430603956	23	551	228	53.0	250.0	185.0	7	2.0	2.0	1.0	152	0	0.23604369163513184	12000	3.7706830501556396	
0.7618626627284569	92.582	18.06625258799172	57.75983436853002	43.20703933747412	0.1784827684277355	24	569	242	52.0	250.0	185.0	6	2.0	2.0	1.0	156	0	0.22746992111206055	12500	3.9981529712677	
0.4041262896776143	96.442	18.674134419551933	60.20366598778004	45.0183299389002	0.1784827684277355	25	579	245	56.0	268.0	198.0	7	2.0	2.0	1.0	166	0	0.2351529598236084	13000	4.233305931091309	
0.37515602297828665	102.912	19.596741344195518	64.98167006109979	48.64358452138493	0.1784827684277355	26	588	421	57.0	425.0	316.0	18	2.0	2.0	1.0	174	0	0.2512013912200928	13500	4.484507322311401	
0.41165509542454676	112.932	20.729292929292928	70.7959595959596	52.91111111111111	0.17795064197399227	27	594	271	62.0	351.0	258.0	27	2.0	2.0	1.0	179	0	0.271808385848999	14000	4.7563157081604	
0.7870934726480451	121.75	21.082995951417004	74.11943319838056	55.32793522267207	0.17795064197399227	28	601	337	68.0	383.0	293.0	21	2.0	2.0	1.0	182	0	0.2848381996154785	14500	5.041153907775879	
8.594137060245696e+37	123.156	22.162932790224033	78.44399185336049	58.610997963340125	0.1769743617693029	29	611	319	68.0	409.0	297.0	29	2.0	2.0	1.0	186	0	0.2928624153137207	15000	5.3340163230896	
2.334587626558632	122.966	22.17479674796748	79.1829268292683	59.2479674796748	0.1769743617693029	30	620	349	61.0	328.0	243.0	15	2.0	2.0	1.0	188	0	0.33965539932250977	15500	5.673671722412109	
0.7741292778713321	123.77	22.183838383838385	77.68080808080808	58.127272727272725	0.1769743617693029	31	626	372	81.0	421.0	322.0	19	2.0	2.0	1.0	189	0	0.2952594757080078	16000	5.968931198120117	
0.32552437116915117	123.808	24.05081300813008	84.08739837398375	63.199186991869915	0.1769743617693029	32	635	388	81.0	405.0	311.0	24	2.0	2.0	1.0	197	0	0.3181605339050293	16500	6.2870917320251465	
0.35582092282486155	132.498	25.89068825910931	98.10121457489879	73.71255060728745	0.1769743617693029	33	642	514	79.0	507.0	390.0	13	2.0	2.0	1.0	201	0	0.3641371726989746	17000	6.651228904724121	
0.34216254713872085	143.522	26.8200408997955	102.20858895705521	76.88957055214723	0.17544303661480842	34	653	506	74.0	539.0	402.0	17	2.0	2.0	1.0	215	0	0.38475561141967773	17500	7.035984516143799	
0.26387933072919206	152.06	28.563524590163933	113.01639344262296	85.04098360655738	0.17544303661480842	35	666	609	68.0	658.0	494.0	15	2.0	2.0	1.0	222	0	0.41849827766418457	18000	7.454482793807983	
0.48510404270038837	162.834	28.38204592901879	117.78288100208768	88.66388308977035	0.17544303661480842	36	688	609	72.0	658.0	494.0	22	2.0	2.0	1.0	229	0	0.438809871673584	18500	7.893292665481567	
0.41026661279100746	177.58	29.286012526096034	123.0125260960334	92.84759916492693	0.17544303661480842	37	709	478	90.0	606.0	461.0	12	2.0	2.0	1.0	234	0	0.4532742500305176	19000	8.346566915512085	
1.4681849386564925	188.41	31.87110187110187	138.46569646569645	104.5966735966736	0.17544303661480842	38	728	684	89.0	683.0	515.0	24	2.0	2.0	1.0	244	0	0.5001628398895264	19500	8.846729755401611	
0.27729938860060815	210.67	33.27637130801688	150.48101265822785	113.72573839662448	0.17544303661480842	39	755	679	87.0	603.0	459.0	24	2.0	2.0	1.0	249	0	0.5422050952911377	20000	9.388934850692749	
1.7345515989624631	232.384	35.97885835095138	170.6849894291755	128.70824524312897	0.1751856334387374	40	782	680	90.0	637.0	483.0	32	2.0	2.0	1.0	258	0	0.6184713840484619	20500	10.007406234741211	
